ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10390.0,31.0,98.99,16.0,3068.0,2020-03-04,809.0,5,6,127.0,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10409.0,6.0,130.94,2.0,785.0,2020-04-23,760.0,5,6,127.0,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,2
10420.0,45.0,110.6,2.0,4977.0,2020-05-29,725.0,2,6,127.0,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,1
10103.0,22.0,54.09,2.0,1189.0,2018-01-29,1577.0,5,5,60.0,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,2
10114.0,45.0,68.67,6.0,3090.0,2018-04-01,1516.0,5,5,60.0,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,1
10126.0,43.0,65.02,2.0,2795.0,2018-05-28,1460.0,5,5,60.0,S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,2
10140.0,46.0,61.99,2.0,2851.0,2018-07-24,1404.0,5,5,60.0,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10151.0,39.0,69.28,9.0,2701.0,2018-09-21,1346.0,5,5,60.0,S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,2
10165.0,31.0,71.1,18.0,2204.0,2018-10-22,1316.0,5,5,60.0,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,2
10175.0,41.0,69.28,7.0,2840.0,2018-11-06,1302.0,5,5,60.0,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,2
10184.0,44.0,60.16,12.0,2647.0,2018-11-14,1295.0,5,5,60.0,S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,2
10194.0,45.0,70.49,2.0,3172.0,2018-11-25,1285.0,5,5,60.0,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,1
10207.0,37.0,69.89,13.0,2585.0,2018-12-09,1272.0,5,5,60.0,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,2
10217.0,35.0,61.38,2.0,2148.0,2019-02-04,1216.0,5,5,60.0,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,2
10229.0,28.0,59.55,7.0,1667.0,2019-03-11,1182.0,5,5,60.0,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10246.0,30.0,61.99,11.0,1859.0,2019-05-05,1128.0,5,5,60.0,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10259.0,30.0,49.22,10.0,1476.0,2019-06-15,1088.0,5,5,60.0,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,2
10271.0,25.0,69.28,11.0,1732.0,2019-07-20,1054.0,5,5,60.0,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10281.0,29.0,57.73,7.0,1674.0,2019-08-19,1025.0,5,5,60.0,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,2
10291.0,26.0,57.73,2.0,1500.0,2019-09-08,1006.0,5,5,60.0,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,2
10305.0,41.0,53.48,11.0,2192.0,2019-10-13,972.0,5,5,60.0,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,2
10313.0,34.0,52.87,5.0,1797.0,2019-10-22,964.0,5,5,60.0,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,2
10322.0,35.0,61.21,11.0,2142.0,2019-11-04,952.0,5,5,60.0,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,2
10334.0,34.0,61.38,1.0,2086.0,2019-11-19,938.0,3,5,60.0,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,2
10347.0,50.0,136.69,8.0,6834.0,2019-11-29,929.0,5,5,60.0,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,1
10357.0,41.0,61.99,7.0,2541.0,2019-12-10,919.0,5,5,60.0,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10370.0,22.0,96.86,7.0,2130.0,2020-01-20,879.0,5,5,60.0,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,2
10391.0,44.0,38.5,5.0,1694.0,2020-03-09,831.0,5,5,60.0,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,2
10412.0,47.0,61.99,11.0,2913.0,2020-05-03,777.0,5,5,60.0,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10425.0,19.0,49.22,10.0,935.0,2020-05-31,750.0,2,5,60.0,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10106.0,34.0,90.39,2.0,3073.0,2018-02-17,1585.0,5,2,84.0,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,1
10120.0,29.0,71.81,8.0,2082.0,2018-04-29,1515.0,5,2,84.0,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10133.0,49.0,69.27,3.0,3394.0,2018-06-27,1457.0,5,2,84.0,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10145.0,30.0,85.32,14.0,2559.0,2018-08-25,1399.0,5,2,84.0,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,2
10168.0,21.0,70.96,9.0,1490.0,2018-10-28,1336.0,5,2,84.0,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10210.0,50.0,76.88,7.0,3844.0,2019-01-12,1261.0,5,2,84.0,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,1
10223.0,47.0,100.53,9.0,4724.0,2019-02-20,1223.0,5,2,84.0,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,1
10235.0,24.0,76.03,3.0,1824.0,2019-04-02,1183.0,5,2,84.0,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,2
10250.0,27.0,98.84,4.0,2668.0,2019-05-11,1145.0,5,2,84.0,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,2
10263.0,33.0,86.17,10.0,2843.0,2019-06-28,1098.0,5,2,84.0,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,2
10275.0,35.0,90.39,9.0,3163.0,2019-07-23,1074.0,5,2,84.0,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,1
10284.0,31.0,71.81,1.0,2226.0,2019-08-21,1046.0,5,2,84.0,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,2
10297.0,25.0,82.79,4.0,2069.0,2019-09-16,1021.0,5,2,84.0,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,2
10308.0,27.0,82.79,7.0,2235.0,2019-10-15,993.0,5,2,84.0,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,2
10318.0,31.0,100.53,9.0,3116.0,2019-11-02,976.0,5,2,84.0,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,1
10327.0,45.0,106.26,8.0,4781.0,2019-11-10,969.0,4,2,84.0,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,1
10339.0,27.0,104.1,2.0,2810.0,2019-11-23,957.0,5,2,84.0,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,2
10353.0,27.0,130.21,1.0,3515.0,2019-12-04,947.0,5,2,84.0,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,1
10374.0,42.0,69.27,2.0,2909.0,2020-02-02,888.0,5,2,84.0,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,2
10386.0,21.0,74.77,18.0,1570.0,2020-03-01,861.0,4,2,84.0,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10398.0,34.0,76.88,15.0,2613.0,2020-03-30,833.0,5,2,84.0,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,2
10401.0,42.0,76.03,3.0,3193.0,2020-04-03,830.0,3,2,84.0,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,1
10416.0,15.0,98.84,4.0,1482.0,2020-05-10,794.0,5,2,84.0,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,2
10107.0,29.0,70.87,6.0,2055.0,2018-02-24,1601.0,5,1,60.0,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,2
10120.0,46.0,58.15,4.0,2674.0,2018-04-29,1538.0,5,1,60.0,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10134.0,30.0,61.78,6.0,1853.0,2018-07-01,1476.0,5,1,60.0,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,2
10145.0,30.0,49.67,10.0,1490.0,2018-08-25,1422.0,5,1,60.0,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,2
10168.0,46.0,61.18,5.0,2814.0,2018-10-28,1359.0,5,1,60.0,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10180.0,25.0,64.2,13.0,1605.0,2018-11-11,1346.0,5,1,60.0,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,2
10188.0,32.0,65.42,5.0,2093.0,2018-11-18,1340.0,5,1,60.0,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,2
10210.0,40.0,49.67,3.0,1986.0,2019-01-12,1286.0,5,1,60.0,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,2
10223.0,28.0,60.57,5.0,1695.0,2019-02-20,1248.0,5,1,60.0,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10236.0,23.0,55.72,2.0,1281.0,2019-04-03,1207.0,5,1,60.0,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,2
10251.0,29.0,61.18,6.0,1774.0,2019-05-18,1163.0,5,1,60.0,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,2
10263.0,34.0,58.75,6.0,1997.0,2019-06-28,1123.0,5,1,60.0,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,2
10275.0,37.0,63.6,5.0,2353.0,2019-07-23,1099.0,5,1,60.0,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10285.0,20.0,49.06,10.0,981.0,2019-08-27,1065.0,5,1,60.0,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,2
10298.0,32.0,48.46,2.0,1550.0,2019-09-27,1035.0,5,1,60.0,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,2
10308.0,34.0,52.09,3.0,1771.0,2019-10-15,1018.0,5,1,60.0,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,2
10318.0,42.0,52.7,5.0,2213.0,2019-11-02,1001.0,5,1,60.0,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,2
10329.0,38.0,138.58,12.0,5266.0,2019-11-15,989.0,5,1,60.0,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,1
10339.0,30.0,62.16,1.0,1864.0,2019-11-23,982.0,5,1,60.0,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,2
10362.0,23.0,49.67,3.0,1142.0,2020-01-05,940.0,5,1,60.0,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10374.0,22.0,53.3,4.0,1172.0,2020-02-02,913.0,5,1,60.0,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,2
10389.0,39.0,179.0,5.0,6981.0,2020-03-03,884.0,5,1,60.0,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,1
10402.0,55.0,55.72,2.0,3064.0,2020-04-07,850.0,5,1,60.0,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,1
10417.0,36.0,61.18,6.0,2202.0,2020-05-13,815.0,1,1,60.0,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10101.0,26.0,145.13,1.0,3773.0,2018-01-09,1671.0,5,6,168.0,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,1
10110.0,31.0,163.69,1.0,5074.0,2018-03-18,1604.0,5,6,168.0,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,1
10125.0,34.0,190.69,2.0,6483.0,2018-05-21,1541.0,5,6,168.0,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,1
10139.0,41.0,194.06,8.0,7951.5,2018-07-16,1486.0,5,6,168.0,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,0
10149.0,23.0,183.94,5.0,4230.0,2018-09-12,1429.0,5,6,168.0,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,1
10173.0,22.0,156.94,7.0,3452.0,2018-11-05,1376.0,5,6,168.0,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,1
10182.0,21.0,145.13,4.0,3047.0,2018-11-12,1370.0,5,6,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10193.0,22.0,167.06,8.0,3675.0,2018-11-21,1362.0,5,6,168.0,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,1
10205.0,40.0,187.31,3.0,7492.0,2018-12-03,1351.0,5,6,168.0,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,0
10214.0,50.0,190.69,1.0,7951.5,2019-01-26,1298.0,5,6,168.0,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,0
10227.0,29.0,192.38,4.0,5579.0,2019-03-02,1264.0,5,6,168.0,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,1
10244.0,43.0,138.38,8.0,5950.0,2019-04-29,1207.0,5,6,168.0,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10255.0,24.0,155.25,1.0,3726.0,2019-06-04,1172.0,5,6,168.0,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,1
10280.0,22.0,202.5,10.0,4455.0,2019-08-17,1099.0,5,6,168.0,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,1
10289.0,43.0,192.38,3.0,7951.5,2019-09-03,1083.0,5,6,168.0,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,0
10304.0,20.0,178.88,14.0,3577.0,2019-10-11,1046.0,5,6,168.0,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,1
10312.0,25.0,155.25,11.0,3881.0,2019-10-21,1037.0,5,6,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10322.0,36.0,161.04,2.0,5797.0,2019-11-04,1024.0,5,6,168.0,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,1
10332.0,24.0,52.67,1.0,1264.0,2019-11-17,1012.0,5,6,168.0,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10347.0,21.0,214.6325,6.0,4815.0,2019-11-29,1001.0,5,6,168.0,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,1
10356.0,30.0,148.74,1.0,4462.0,2019-12-09,992.0,5,6,168.0,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,1
10367.0,32.0,94.79,7.0,3033.0,2020-01-12,959.0,4,6,168.0,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,1
10380.0,21.0,47.18,8.0,990.0,2020-02-16,925.0,5,6,168.0,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10390.0,26.0,78.11,7.0,2030.0,2020-03-04,909.0,5,6,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10421.0,35.0,155.25,1.0,5433.0,2020-05-29,824.0,2,6,168.0,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10109.0,26.0,121.44,1.0,3157.0,2018-03-10,1636.0,5,0,132.0,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,1
10123.0,46.0,112.2,3.0,5161.0,2018-05-20,1566.0,5,0,132.0,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,1
10137.0,37.0,117.48,3.0,4346.0,2018-07-10,1516.0,5,0,132.0,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,1
10148.0,27.0,130.68,10.0,3528.0,2018-09-11,1454.0,5,0,132.0,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,1
10161.0,23.0,138.6,9.0,3187.0,2018-10-17,1419.0,5,0,132.0,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,1
10172.0,39.0,154.44,7.0,6023.0,2018-11-05,1401.0,5,0,132.0,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,1
10181.0,27.0,143.88,3.0,3884.0,2018-11-12,1395.0,5,0,132.0,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,1
10192.0,38.0,130.68,8.0,4965.0,2018-11-20,1388.0,5,0,132.0,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,1
10204.0,27.0,154.44,14.0,4169.0,2018-12-02,1377.0,5,0,132.0,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,1
10212.0,40.0,122.76,7.0,4910.0,2019-01-16,1333.0,5,0,132.0,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10226.0,24.0,134.64,5.0,3231.0,2019-02-26,1293.0,5,0,132.0,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,1
10241.0,44.0,155.76,12.0,6853.0,2019-04-13,1248.0,5,0,132.0,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,1
10253.0,37.0,139.92,2.0,5177.0,2019-06-01,1200.0,0,0,132.0,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,1
10266.0,20.0,141.24,3.0,2824.0,2019-07-06,1166.0,5,0,132.0,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,2
10278.0,39.0,110.88,3.0,4324.0,2019-08-06,1136.0,5,0,132.0,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,1
10287.0,44.0,114.84,1.0,5052.0,2019-08-30,1113.0,5,0,132.0,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,1
10301.0,22.0,146.52,5.0,3223.0,2018-10-05,1443.0,5,0,132.0,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,1
10311.0,43.0,122.76,10.0,5278.0,2019-10-16,1068.0,5,0,132.0,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10321.0,27.0,105.6,7.0,2851.0,2019-11-04,1050.0,5,0,132.0,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,2
10331.0,26.0,64.9,10.0,1687.0,2019-11-17,1038.0,5,0,132.0,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,2
10343.0,25.0,52.32,3.0,1308.0,2019-11-24,1032.0,5,0,132.0,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,2
10366.0,49.0,125.4,2.0,6144.0,2020-01-10,986.0,5,0,132.0,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,1
10379.0,29.0,176.8,5.0,5127.0,2020-02-10,956.0,5,0,132.0,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10407.0,41.0,155.76,12.0,6386.0,2020-04-22,885.0,3,0,132.0,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,1
10419.0,55.0,139.92,2.0,7695.0,2020-05-17,861.0,5,0,132.0,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,0
10103.0,27.0,83.07,12.0,2242.0,2018-01-29,1701.0,5,6,101.0,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,2
10112.0,23.0,110.43,2.0,2539.0,2018-03-24,1648.0,5,6,101.0,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,2
10126.0,31.0,90.17,12.0,2795.0,2018-05-28,1584.0,5,6,101.0,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,2
10139.0,46.0,120.56,1.0,5545.0,2018-07-16,1536.0,5,6,101.0,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,1
10150.0,47.0,91.18,9.0,4285.0,2018-09-19,1472.0,5,6,101.0,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,1
